Termino_Ingles,Transcripcion_IPA
reprisal,riˈpraɪzəl
crying,kraɪɪŋ
internist,ˌɪnˈtərnɪst
casework,ˈkeɪsˌwərk
errand,ˈɛrənd
madcap,ˈmædˌkæp
valuable,ˈvæljəbəl
duplicative,duˈplɪkətɪv
rehydration,ˌrihaɪˈdreɪʃən
coan,koʊn
courteous,ˈkərtiəs
brent,brɛnt
former,ˈfɔrmər
pendulum,ˈpɛnʤələm
bimodal,ˌbaɪˈmoʊdəl
condensate,ˈkɑndənˌseɪt
woodroof,ˈwʊˌdruf
boyer,bɔɪər
efficacy,ˈɛfɪˌkæsi
bonsai,bɑnˈsaɪ
lev,lɛv
swap,swɑp
recompense,ˈrɛkəmˌpɛns
ionosphere,ˌaɪˈɑnɔsˌfir
admiringly,ædˈmaɪrɪŋli
wolfer,ˈwʊlfər
goshen,ˈgoʊʃɪn
philanthropist,fɪˈlænθrəpɪst
distinct,dɪˈstɪŋkt
armiger,ˈɑrmɪgər
birthmark,ˈbərθˌmɑrk
jewishness,ˈʤuɪʃnəs
spatter,ˈspætər
saboteur,ˌsæbəˈtər
murray,ˈməri
commute,kəmˈjut
band,bænd
lay,leɪ
interstellar,ˌɪntərˈstɛlər
hurdler,ˈhərdələr
carefully,ˈkɛrfəli
kurd,kərd
film,fɪlm
undesirable,ˌəndɪˈzaɪrəbəl
cultural,ˈkəlʧərəl
sacramento,ˌsækrəˈmɛntoʊ
nonsensical,nɑnˈsɛnsɪkəl
iconoclast,ˌaɪˈkɑnəˌklæst
intuit,ˌɪnˈtuət
bib,bɪb
physiology,ˌfɪziˈɑləʤi
must,məst
robbery,ˈrɑbəri
polled,poʊld
capable,ˈkeɪpəbəl
handshake,ˈhændˌʃeɪk
tapestry,ˈtæpəstri
authoritative,əˈθɔrəˌteɪtɪv
brad,bræd
greyhound,ˈgreɪˌhaʊnd
younker,ˈjəŋkər
lester,ˈlɛstər
disprove,dɪˈspruv
buttonhole,ˈbətənˌhoʊl
opinionated,əˈpɪnjəˌneɪtɪd
petronella,ˌpɛtroʊˈnɛlə
villager,ˈvɪlɪʤər
foible,ˈfɔɪbəl
sanitation,ˌsænɪˈteɪʃən
daleth,ˈdɑˌlɛθ
yam,jæm
divided,dɪˈvaɪdɪd
worrier,ˈwəriər
perpetuate,pərˈpɛʧəˌweɪt
outcome,ˈaʊtˌkəm
juggling,ˈʤəgəlɪŋ
reassess,riəˈsɛs
proverbial,prəˈvərbiəl
articulated,ɑrˈtɪkjəˌleɪtəd
unite,ˈjuˌnaɪt
depilatory,dɪˈpɪləˌtɔri
recognize,ˈrɛkəgˌnaɪz
paula,ˈpɔlə
irredentism,ˌɪrəˈdɛntɪzəm
disparaging,dɪˈspɛrɪʤɪŋ
haggle,ˈhægəl
imagination,ˌɪˌmæʤəˈneɪʃən
endorsed,ɛnˈdɔrst
pout,paʊt
governmental,ˌgəvərnˈmɛntəl
legalese,ˈlɛgəˌlis
bombed,bɑmd
bulimic,buˈlɪmɪk
undiversified,ˌəndɪˈvərsɪˌfaɪd
thunderous,ˈθəndərəs
flagstone,ˈflægˌstoʊn
screaming,ˈskrimɪŋ
justifiable,ˈʤəstəˌfaɪəbəl
relaunch,riˈlɔnʧ
beery,ˈbɪri
watered,ˈwɔtərd
booking,ˈbʊkɪŋ
touchdown,ˈtəʧˌdaʊn
religiosity,rɪˌlɪʤiˈɑsəti
blaming,ˈbleɪmɪŋ
lonely,ˈloʊnli
puffin,ˈpəˌfɪn
gains,geɪnz
moe,moʊ
serpentine,ˈsərpənˌtaɪn
ra,rɑ
homburg,ˈhɑmbərg
cuba,ˈkjubə
conservator,kənˈsərvətər
feasibility,ˌfizəˈbɪləti
homogeneity,ˌhɑməʤəˈniəti
depose,dɪˈpoʊz
loneliness,ˈloʊnlinəs
eloise,ˈɛloʊiz
twisting,tˈwɪstɪŋ
insect,ˈɪnˌsɛkt
capitoline,ˈkæpɪˌtoʊˌlaɪn
sparred,spɑrd
corky,ˈkɔrki
wrapping,ˈræpɪŋ
storer,ˈstɔrər
phenolic,fəˈnɑlɪk
restlessly,ˈrɛstləsli
bifurcation,ˌbɪfərˈkeɪʃən
darting,ˈdɑrtɪŋ
percutaneous,pərkjuˈteɪniəs
correspondent,ˌkɔrəˈspɑndənt
undignified,ənˈdɪgnɪˌfaɪd
opposite,ˈɑpəzɪt
retract,riˈtrækt
abler,ˈeɪbələr
polack,ˈpoʊlæk
sluggishly,sˈləgɪʃli
ontology,ɑnˈtɑləʤi
soliloquy,səˈlɪləkwi
terminally,ˈtərmənəli
airframe,ˈɛrˌfreɪm
donn,dɑn
guanaco,gwəˈnɑˌkoʊ
stewardess,ˈstuərdəs
primus,ˈpraɪməs
tantamount,ˈtæntəˌmaʊnt
cupcake,ˈkəpˌkeɪk
pessimist,ˈpɛsəməst
collage,kəˈlɑʒ
intensification,ˌɪnˌtɛnsɪfəˈkeɪʃən
contributory,kənˈtrɪbjəˌtɔri
lodging,ˈlɑʤɪŋ
egoism,ˈigoʊˌɪzəm
prophylactic,ˌprɑfɪˈlæktɪk
moreen,mɔˈrin
sloping,sˈloʊpɪŋ
constant,ˈkɑnstənt
weatherproof,ˈwɛðərˌpruf
solomon,ˈsɑləmən
straka,ˈstrɑkə
unthinkable,ənˈθɪŋkəbəl
yours,jʊrz
reprice,riˈpraɪs
smyth,smɪθ
dying,daɪɪŋ
compromising,ˈkɑmprəˌmaɪzɪŋ
fisher,ˈfɪʃər
posthumously,ˈpɑsʧʊməsli
titter,ˈtɪtər
adoption,əˈdɑpʃən
whomsoever,ˌhumsoʊˈɛvər
confluence,ˈkɑnfluəns
burman,ˈbərmən
small,smɔl
turquoise,ˈtərkwɔɪz
gola,ˈgoʊlə
alkaloid,ˈælkəˌlɔɪd
tristram,ˈtrɪstrəm
hazelwood,ˈheɪzəlˌwʊd
command,kəˈmænd
panty,ˈpænti
corrective,kərˈɛktɪv
toiled,tɔɪld
pill,pɪl
extrication,ˌɛkstrəˈkeɪʃən
fudgy,ˈfəʤi
retracement,riˈtreɪsmənt
alonzo,əˈlɑnzoʊ
native,ˈneɪtɪv
igloo,ˈɪglu
efficient,ɪˈfɪʃənt
shean,ʃin
dissipation,ˌdɪsɪˈpeɪʃən
sociological,ˌsoʊsiəˈlɑʤɪkəl
erring,ˈɛrɪŋ
lexical,ˈlɛksɪkəl
reception,rɪˈsɛpʃən
painted,ˈpeɪnɪd
wiener,ˈwinər
devon,ˈdɛvən
acetylcholine,əˌsɛtəlˈkoʊlin
mizar,ˈmaɪˌzɑr
retrace,riˈtreɪs
headache,ˈhɛˌdeɪk
spire,spaɪr
lan,læn
eke,ik
communicate,kəmˈjunəˌkeɪt
relinquish,rɪˈlɪŋkwɪʃ
hillbilly,ˈhɪlbɪli
skater,ˈskeɪtər
seventeenth,ˈsɛvənˈtinθ
equitable,ˈɛkwɪtəbəl
dictatorship,dɪkˈteɪtərˌʃɪp
angst,ɑŋkst
siam,saɪæm
mo,moʊ
galilee,ˈgæləˌli
visualize,ˈvɪʒwəˌlaɪz
fascination,ˌfæsəˈneɪʃən
lenora,ˈlɛnərə
hocker,ˈhɑkər
rewire,riˈwaɪər
unavailable,ˌənəˈveɪləbəl
consistently,kənˈsɪstəntli
facile,ˈfæsəl
pugh,pju
deteriorate,dɪˈtɪriərˌeɪt
nub,nəb
tariff,ˈtɛrəf
arcturus,ˌɑrkˈtʊrəs
carty,ˈkɑrti
say,seɪ
opportune,ˌɑpərˈtun
refrigerate,rɪˈfrɪʤərˌeɪt
sledding,sˈlɛdɪŋ
deciduous,ˌdɪˈsɪʤuəs
interrelated,ˌɪntərrɪˈleɪtɪd
fundamentalist,ˌfəndəˈmɛnəlɪst
abutting,əˈbətɪŋ
attacker,əˈtækər
ecliptic,ɪˈklɪptɪk
piles,paɪlz
sellout,ˈsɛˌlaʊt
covertly,koʊˈvərtli
population,ˌpɑpjəˈleɪʃən
comic,ˈkɑmɪk
woolen,ˈwʊlən
zachariah,ˌzækərˈaɪə
curvy,ˈkərvi
congestion,kənˈʤɛsʧən
priceless,ˈpraɪsləs
repatriation,riˌpeɪtriˈeɪʃən
curator,ˈkjʊrətər
passionate,ˈpæʃənət
neer,nɪr
polyphase,ˈpɑˌliˌfeɪz
lactate,ˈlækteɪt
elongation,ˌilɔŋˈgeɪʃən
second,ˈsɛkənd
pussy,ˈpʊsi
penning,ˈpɛnɪŋ
humdrum,ˈhəmˌdrəm
passivity,pəˈsɪvɪti
whaling,ˈweɪlɪŋ
astonishment,əˈstɑnɪʃmənt
turn,tərn
egregiously,ɪˈgriʤəsli
outdo,ˌaʊtˈdu
wangle,ˈwæŋgəl
rong,rɔŋ
shiny,ˈʃaɪni
silence,ˈsaɪləns
intergovernmental,ˌɪntərˌgəvərnˈmɛntəl
flex,flɛks
drudgery,ˈdrəʤəri
gallus,ˈgæləs
humor,ˈhjumər
daub,dɔb
puncture,ˈpəŋkʧər
shawnee,ˈʃɔni
aphrodite,ˌæfrəˈdaɪti
derived,dəraɪvd
burned,bərnd
banc,bæŋk
pornographic,ˌpɔrnəˈgræfɪk
wheeze,wiz
flatten,ˈflætən
soho,ˈsoʊhoʊ
waltzer,ˈwɔltsər
underpaid,ˈəndərˈpeɪd
docile,ˈdɑsəl
margarita,ˌmɑrgərˈitə
cole,koʊl
referenda,ˌrɛfərˈɛndə
ethology,ɪˈθɑləʤi
skeet,skit
pirate,ˈpaɪrət
dennis,ˈdɛnɪs
cubbyhole,ˈkəbiˌhoʊl
sharecropper,ˈʃɛrˌkrɑpər
chessman,ˈʧɛsmən
snack,snæk
nonrestricted,nɑnrɪˈstrɪktɪd
transvaal,trænzˈvɑl
confidence,ˈkɑnfədɛns
fez,fɛz
pattern,ˈpætərn
windstorm,ˈwɪndˌstɔrm
lingo,ˈlɪŋgoʊ
footpath,ˈfʊtˌpæθ
stacy,ˈsteɪsi
tenderloin,ˈtɛndərˌlɔɪn
momentarily,ˌmoʊmənˈtɛrəli
arrange,əreɪnʤ
pending,ˈpɛndɪŋ
howdy,ˈhaʊdi
lyricist,ˈlɪrɪsɪst
colonialism,kəˈloʊniəˌlɪzəm
spittle,ˈspɪtəl
gilder,ˈgɪldər
hematology,ˌhɛməˈtɑləʤi
chirpy,ˈʧərpi
snuffing,sˈnəfɪŋ
cranky,ˈkræŋki
frankenstein,ˈfræŋkənˌstin
longer,ˈlɔŋgər
reback,ˈribæk
befuddle,bɪˈfədəl
thetis,ˈθitəs
softball,ˈsɔfˌbɔl
botched,bɑʧt
pouch,paʊʧ
nummi,ˈnumi
veneration,ˌvɛnərˈeɪʃən
riflery,ˈraɪfəlri
lisp,lɪsp
naish,nɑɪʃ
darjeeling,ˌdɑˈrʤilɪŋ
adaptive,əˈdæptɪv
wrestler,ˈrɛsələr
concave,ˈkɑnkeɪv
pita,ˈpitə
sleepily,sˈlipəli
poulter,ˈpoʊltər
gleeful,ˈglifəl
wizardry,ˈwɪzərdri
gilly,ˈgɪli
paque,pæk
geopolitics,ˌʤioʊˈpɑlətɪks
coffin,ˈkɔfɪn
researcher,ˈrisərʧər
ethnocentric,ˌɛθnoʊˈsɛntrɪk
crooked,ˈkrʊkəd
expatriation,ɛkˌspeɪtriˈeɪʃən
orrery,ˈɔrəri
urinate,ˈjərəˌneɪt
figured,ˈfɪgjərd
realizable,ˌriəˈlaɪzəbəl
shack,ʃæk
hubby,ˈhəbi
deal,dil
palliative,ˈpæliətɪv
and,ənd
jonah,ˈʤoʊnə
bearably,ˈbɛrəbli
estrangement,ɪˈstreɪnʤmənt
wallsend,ˈwɔlˌsɛnd
catapult,ˈkætəˌpəlt
dictate,ˈdɪkˌteɪt
grecian,ˈgriʃən
shutter,ˈʃətər
range,reɪnʤ
endocrinologist,ˌɛndoʊkrəˈnɑləʤəst
singleton,ˈsɪŋgəltən
transcription,ˌtrænˈskrɪpʃən
appropriator,əˈproʊpriˌeɪtər
allotment,əˈlɑtmənt
orchard,ˈɔrʧərd
exclaiming,ɪkˈskleɪmɪŋ
emptor,ˈɛmptər
jacobus,ʤəˈkoʊbəs
extricate,ˈɛkstrəˌkeɪt
tarantula,təˈrænʧələ
consensual,kənˈsɛnʃuəl
cavalierly,ˌkævəˈlɪrli
enlightening,ˌɛnˈlaɪtənɪŋ
medalist,ˈmɛdəlɪst
contour,ˈkɑnˌtʊr
neonatal,ˌnioʊˈneɪtəl
bumpy,ˈbəmpi
posthumous,ˈpɑsʧʊməs
felicity,fɪˈlɪsəti
meditative,ˈmɛdəˌteɪtɪv
numbing,ˈnəmɪŋ
hadden,ˈhædən
diane,daɪæn
listen,ˈlɪsən
tricky,ˈtrɪki
extirpate,ˈɛkstərˌpeɪt
unflinching,ənˈflɪnʧɪŋ
interlaced,ˌɪntərˈleɪst
gummy,ˈgəmi
brolly,ˈbrɑli
nancy,ˈnænsi
delirious,dɪˈlɪriəs
hundred,ˈhənərd
rightness,ˈraɪtnəs
quiescent,kwaɪˈɛsənt
notation,noʊˈteɪʃən
bogart,ˈboʊˌgɑrt
prohibition,ˌproʊəˈbɪʃən
efface,ɪˈfeɪs
permutation,ˌpərmjuˈteɪʃən
holm,hoʊm
tugging,ˈtəgɪŋ
supermarket,ˈsupərˌmɑrkɪt
doris,ˈdɔrɪs
lifelike,ˈlaɪˌflaɪk
western,ˈwɛstərn
flinching,ˈflɪnʧɪŋ
avis,ˈeɪvɪs
sharecrop,ˈʃɛrˌkrɑp
acupuncture,ˈækjuˌpəŋkʧər
righteously,ˈraɪʧəsli
flo,floʊ
breeching,ˈbriʧɪŋ
getaway,ˈgɛtəˌweɪ
expressionless,ɪkˌsprɛʃənlɪs
anatolian,ˌænəˈtoʊliən
uninterruptible,ənɪnərˈəptəbəl
reverse,rɪˈvərs
enforcement,ɛnˈfɔrsmənt
silicon,ˈsɪləkən
bouncer,ˈbaʊnsər
cloy,klɔɪ
excision,ɪkˈsɪʒən
heed,hid
romulus,ˈrɑmjələs
exaction,ɪgˈzækʃən
prodigious,prəˈdɪʤəs
pragmatic,prægˈmætɪk
cure,kjʊr
dinner,ˈdɪnər
juju,ˈʤuʤu
preservation,ˌprɛzərˈveɪʃən
assertiveness,əˈsərtɪvnəs
parquet,pɑrˈkeɪ
convergent,kənˈvərʤənt
bacteria,bækˈtɪriə
bertie,ˈbərti
america,əˈmɛrɪkə
logic,ˈlɑʤɪk
cornfield,ˈkɔrnˌfild
spew,spju
elusiveness,ɪˈlusɪvnəs
incurable,ˌɪnˈkjʊrəbəl
recess,ˈrisɛs
overstatement,ˈoʊvərˌsteɪtmənt
phylum,ˈfaɪləm
scuff,skəf
cull,kəl
beseeching,biˈsiʧɪŋ
rocher,ˈroʊʧər
palate,ˈpælɪt
uninviting,ˌənɪnˈvaɪtɪŋ
watchful,ˈwɑʧfəl
refusal,rɪfˈjuzəl
resentment,rɪˈzɛntmənt
banking,ˈbæŋkɪŋ
darling,ˈdɑrlɪŋ
outflanking,ˈaʊtˌflæŋkɪŋ
tablespoon,ˈteɪbəlˌspun
polymorph,ˈpɑˌliˌmɔrf
pharos,ˈfɛˌroʊz
abyss,əˈbɪs
sombrero,sɑmˈbrɛroʊ
bring,brɪŋ
racial,ˈreɪʃəl
noncumulative,nɑnˈkjumjələtɪv
internally,ˌɪnˈtərnəli
mow,moʊ
successively,səkˈsɛsɪvli
undertone,ˈəndərˌtoʊn
sustenance,ˈsəstənəns
barbette,bɑrˈbɛt
parkin,ˈpɑrkɪn
dannie,ˈdæni
abysmal,əˈbɪzməl
mileage,ˈmaɪlɪʤ
defrost,dɪˈfrɔst
hygiene,ˈhaɪˌʤin
surma,ˈsərmə
breathless,ˈbrɛθləs
cobra,ˈkoʊbrə
many,ˈmɛni
placer,ˈplæsər
smothered,sˈməðərd
lynx,lɪŋks
backgammon,ˈbækˌgæmən
irritation,ˌɪrɪˈteɪʃən
mustache,ˈməˌstæʃ
chilling,ˈʧɪlɪŋ
advancer,ədˈvænsər
cheviot,ˈʃɛviət
sikh,sik
yaw,jɔ
incarcerate,ˌɪnˈkɑrsərˌeɪt
subordination,səˌbɔrdəˈneɪʃən
teethe,tið
jenny,ˈʤɛni
gospel,ˈgɔspəl
wasting,ˈweɪstɪŋ
udo,ˈuˌdoʊ
sentimentality,ˌsɛnəmɛnˈtælɪti
redoubling,riˈdəbəlɪŋ
spreading,ˈsprɛdɪŋ
luc,luk
regurgitate,ˌrɪˈgərʤəˌteɪt
reformation,ˌrɛfərˈmeɪʃən
strickler,ˈstrɪklər
taisho,ˈteɪʃoʊ
dehumanize,dɪˈhjumənaɪz
axiom,ˈæksiəm
myth,mɪθ
retribution,ˌrɛtrəˈbjuʃən
dazzle,ˈdæzəl
midwinter,ˈmɪdˈwɪntər
diorite,daɪəraɪt
pinky,ˈpɪŋki
estimator,ˈɛstɪˌmeɪtər
benedictine,ˌbɛnəˈdɪktin
apricot,ˈeɪprəˌkɑt
flair,flɛr
politeness,pəˈlaɪtnəs
gal,gæl
welterweight,ˈwɛltərˌweɪt
mali,ˈmɑli
cuteness,ˈkjutnəs
hub,həb
foramen,fərˈeɪmən
rug,rəg
weeping,ˈwipɪŋ
pollinia,pɑˈlɪniə
coercive,koʊəˈrsɪv
entice,ɪnˈtaɪs
toxic,ˈtɑksɪk
anticipation,ænˌtɪsəˈpeɪʃən
ballot,ˈbælət
hedonic,həˈdɑnɪk
foreskin,ˈfoʊrˌskɪn
knitter,ˈnɪtər
winterize,ˈwɪntərˌaɪz
stab,stæb
entirety,ɪnˈtaɪərti
foremost,ˈfɔrˌmoʊst
she,ʃi
indubious,ˌɪˈdubiəs
pont,pɑnt
hypo,ˈhaɪpoʊ
fiftieth,ˈfɪftiɪθ
nineteenth,ˈnaɪnˈtinθ
several,ˈsɛvərəl
rockrose,ˈrɑˌkroʊz
treatable,ˈtritəbəl
centigrade,ˈsɛntəˌgreɪd
shah,ʃɑ
hazard,ˈhæzərd
portable,ˈpɔrtəbəl
pilgrim,ˈpɪlgrɪm
tantalus,ˈtæntələs
usher,ˈəʃər
loudly,ˈlaʊdli
slur,slər
around,əraʊnd
antares,ænˈtɛriz
fusillade,fˈjusɪˌleɪd
dice,daɪs
scottish,ˈskɑtɪʃ
praetor,ˈpritər
congregant,ˈkɑŋgrəgənt
vanilla,vəˈnɪlə
miltonic,mɪlˈtɑnɪk
frasier,ˈfreɪʒər
exacting,ɪgˈzæktɪŋ
overlook,ˈoʊvərˌlʊk
reuse,riˈjuz
fragment,ˈfrægmənt
tragic,ˈtræʤɪk
friendship,ˈfrɛndʃɪp
overpay,ˈoʊvərˌpeɪ
obedient,oʊˈbidiənt
node,noʊd
extortionate,ɛkˈstɔrʃəˌneɪt
ramesh,ˈrɑˌmɛʃ
listeria,lɪˈstɪriə
stereotype,ˈstɛrioʊˌtaɪp
wastepaper,ˈweɪstˌpeɪpər
heckle,ˈhɛkəl
oxbow,ˈɑksˌboʊ
roof,rʊf
oratory,ˈɔrəˌtɔri
peed,pid
ashman,ˈæʃmən
comely,ˈkəmli
chard,ʧɑrd
governmentally,ˈgəvərˌmɛntəli
infield,ˈɪnˌfild
mask,mæsk
protectorate,prəˈtɛktərət
miles,maɪəlz
expire,ɪkˈspaɪr
decorum,dɪˈkɔrəm
securely,sɪˈkjʊrli
champion,ˈʧæmpiən
three,θri
unlocked,ənˈlɑkt
valiantly,ˈvæljəntli
chloroplast,ˈklɔrəˌplæst
actor,ˈæktər
decision,dɪˈsɪʒən
empty,ˈɛmti
conner,ˈkɑnər
identical,aɪˈdɛntɪkəl
understand,ˌəndərˈstænd
gan,gæn
cogency,ˈkoʊʤənsi
unwilling,ənˈwɪlɪŋ
dilated,ˌdaɪˈleɪtɪd
reformatory,rɪˈfɔrməˌtɔri
graciousness,ˈgreɪʃəsnəs
lord,lɔrd
pleonasm,ˈpliəˌnæzm
institutionalization,ˌɪnstɪˌtuʃənəlɪˈzeɪʃən
divorce,dɪˈvɔrs
knickknack,ˈnɪkˌnæk
dislocated,ˈdɪsloʊkeɪtɪd
leniency,ˈlinjənsi
blackness,ˈblæknəs
indecisiveness,ˌɪnˈdɛsɪsɪvnəs
leap,lip
ryal,riɑl
swayed,sweɪd
boathouse,ˈboʊˈthaʊs
revoke,rɪˈvoʊk
rome,roʊm
clarinet,ˌklɛrəˈnɛt
accolade,ˈækəˌleɪd
magnifier,ˈmægnəˌfaɪər
tipper,ˈtɪpər
treasonous,ˈtrizəˌnəs
violist,ˌviˈoʊləst
tang,tɑŋ
sac,sæk
glucoside,ˈglukəˌsaɪd
yawn,jɔn
acidification,əˌsɪdəfəˈkeɪʃən
missal,ˈmɪsəl
talkative,ˈtɔkətɪv
aircraft,ˈɛrˌkræft
unaccompanied,ˌənəˈkəmpənid
bobbin,ˈbɑbən
cardiology,ˌkɑrdiˈɑləʤi
crabeater,ˈkræˌbitər
lodge,lɑʤ
redskin,ˈrɛdˌskɪn
paintbrush,ˈpeɪntˌbrəʃ
blather,ˈblæðər
overzealously,ˌoʊvərˈzɛləsli
gertie,ˈʤərti
ai,eɪaɪ
inquisitive,ˌɪnkˈwɪzɪtɪv
ngai,ɛnˈgaɪ
ophthalmologist,ˌɑpθəˈmɑləʤɪst
restraining,riˈstreɪnɪŋ
alexandrine,ˌæləgˈzændrin
indiscretion,ˌɪndɪˈskrɛʃən
convergence,kənˈvərʤəns
cartoon,kɑrˈtun
daylong,ˈdeɪˌlɔŋ
annually,ˈænjuəli
illuminating,ˌɪˈluməˌneɪtɪŋ
bulky,ˈbəlki
smack,smæk
puffing,ˈpəfɪŋ
cannibalization,ˌkænəbəlɪˈzeɪʃən
consumption,kənˈsəmʃən
lethargic,ləˈθɑrʤɪk
topological,təpəˈlɑʤɪkəl
billiards,ˈbɪljərdz
brilliantly,ˈbrɪljəntli
trimming,ˈtrɪmɪŋ
obstructive,əbˈstrəktɪv
alfalfa,ˌælˈfælfə
sort,sɔrt
appreciation,əˌpriʃiˈeɪʃən
allergy,ˈælərʤi
hysteric,ˌhɪˈstɛrɪk
joist,ʤɔɪst
quintal,kˈwɪntəl
siver,ˈsaɪvər
chump,ʧəmp
gentile,ˈʤɛnˌtaɪl
gob,gɑb
overwork,ˌoʊvərˈwərk
gustavus,ˈgəstəvəs
paranormal,pɛrəˈnɔrməl
violate,ˈvaɪəleɪt
bygone,ˈbaɪˌgɔn
leg,lɛg
bankrupt,ˈbæŋkrəpt
hymn,hɪm
recommendation,ˌrɛkəmənˈdeɪʃən
intermolecular,ˌɪntərməˈlɛkjələr
speaking,ˈspikɪŋ
originality,ərˌɪʤəˈnælɪti
metastasis,məˈtæstəsɪs
anaplasia,ˌænəˈpleɪʒjə
untrained,ənˈtreɪnd
queue,kju
rio,ˈrioʊ
bemuse,bɪmˈjuz
mammary,ˈmæməri
carse,kɑrs
lining,ˈlaɪnɪŋ
smoker,sˈmoʊkər
spaniel,ˈspænjəl
strang,stræŋ
snitch,snɪʧ
twitty,tˈwɪti
unflattering,ənˈflætərɪŋ
lubber,ˈləbər
substantive,ˈsəbstəntɪv
wiltshire,ˈwɪˌlʧaɪr
easement,ˈizmənt
botulism,ˈbɑʧuˌlɪzəm
disturbed,dɪˈstərbd
reindeer,ˈreɪnˌdɪr
ambrosine,ɑmbroʊˈsini
seal,sil
staving,ˈsteɪvɪŋ
curable,ˈkjʊrəbəl
reminisce,ˌrɛməˈnɪs
good,gʊd
gluten,ˈglutən
council,ˈkaʊnsəl
veuve,vjuv
companion,kəmˈpænjən
hilaria,hiˈlɑriə
indubiously,ˌɪˈdubiəsli
tiller,ˈtɪlər
envious,ˈɛnviəs
challenger,ˈʧælɪnʤər
stead,stɛd
yom,jɑm
policyholder,ˈpɑləsiˌhoʊldər
handsome,ˈhænsəm
wee,wi
gigi,ˈʤiʤi
numerology,numərˈɑləʤi
tactic,ˈtæktɪk
conformity,kənˈfɔrməti
oven,ˈəvən
severally,ˈsɛvrəli
doubter,ˈdaʊtər
susanna,suˈzænə
unenforceable,ˌənɛnˈfɔrsəbəl
haughty,ˈhɔti
ivan,ˈaɪvən
unenlightened,ˌənɛnˈlaɪtənd
livable,ˈlɪvəbəl
transparency,trænˈspɛrənsi
factional,ˈfækʃənəl
culture,ˈkəlʧər
impassive,ˌɪmˈpæsɪv
seamstress,ˈsimstrɪs
sprite,spraɪt
moon,mun
titillation,ˌtɪtɪˈleɪʃən
shelling,ˈʃɛlɪŋ
putrid,ˈpjutrɪd
noblesse,noʊˈblɛs
contrariness,ˈkɑntrɛrinəs
compile,kəmˈpaɪl
asteroid,ˈæstərˌɔɪd
slanderer,sˈlændərər
brushwork,ˈbrəʃˌwərk
worn,wɔrn
strengthening,ˈstrɛŋθənɪŋ
sailing,ˈseɪlɪŋ
hubbub,ˈhəbəb
gruffly,ˈgrəfli
smoothly,sˈmuðli
seedsman,ˈsidzmən
andric,ˈændrɪk
dishonestly,dɪˈsɔnəstli
aube,ɔb
absoluteness,ˈæbsəˌlutnəs
compote,ˈkɑmpoʊt
tensiometer,ˌtɛnsiˈɑmɪtər
odorless,ˈoʊdərləs
phraseology,ˌfreɪziˈɔlɔʤi
redistributive,ridɪˈstrɪbjətɪv
fouling,ˈfaʊlɪŋ
gratifying,ˈgrætəˌfaɪɪŋ
mike,maɪk
defect,ˈdifɛkt
conceptualization,kənˈsɛpʧwəlɪˌzeɪʃən
reassurance,ˌriəˈʃʊrəns
manhood,ˈmænˌhʊd
captivity,kæpˈtɪvəti
toxin,ˈtɑksən
overbuy,ˈoʊvərˌbaɪ
adelaide,ˈædəˌleɪd
baring,ˈbɛrɪŋ
castaway,ˈkæstəˌweɪ
photometer,fəˈtɑmɪtər
shavings,ˈʃeɪvɪŋz
organismic,ˌɔrgəˈnɪzmɪk
fourteen,ˌfɔrˈtin
mon,mɑn
confront,kənˈfrənt
assert,əˈsərt
coddle,ˈkɑdəl
loft,lɔft
statuary,ˈstæʧuˌɛri
stay,steɪ
kettler,ˈkɛtələr
preclusion,prɪˈkluʒən
roble,ˈroʊbəl
heterosexuality,ˌhɛtəroʊˌsɛkʃuˈælɪti
pastel,pæˈstɛl
condensation,ˌkɑndənˈseɪʃən
combining,kəmˈbaɪnɪŋ
carrot,ˈkɛrət
plymouth,ˈplɪməθ
phosphorite,ˈfɑsfərˌaɪt
punter,ˈpəntər
coz,kɑz
neurosurgeon,ˈnʊroʊˌsərʤən
betters,ˈbɛtərz
militant,ˈmɪlətənt
flap,flæp
pot,pɑt
millionth,ˈmɪljənθ
cavernous,ˈkævərnəs
greaser,ˈgrisər
venetian,vəˈniʃən
lango,ˈlɑŋgoʊ
amoroso,ɑmɔˈroʊsoʊ
cully,ˈkəli
loot,lut
hustler,ˈhəsələr
urchin,ˈərʧən
testing,ˈtɛstɪŋ
thoracic,θɔˈræsɪk
lived,lɪvd
cushioned,ˈkʊʃənd
torah,ˈtɔrə
paul,pɔl
marcos,ˈmɑrkoʊs
argument,ˈɑrgjəmənt
spangler,ˈspæŋgələr
octillion,ɑkˈtɪljən
hooter,ˈhutər
tooling,ˈtulɪŋ
afterward,ˈæftərwərd
conjugated,ˌkɑnʤəˈgeɪtɪd
fen,fɛn
zed,zɛd
keck,kɛk
sleepiness,sˈlipinəs
meeting,ˈmitɪŋ
outraging,ˈaʊˌtreɪʤɪŋ
attire,əˈtaɪər
radially,ˈreɪdiəli
wes,wɛs
footman,ˈfʊtmən
sweltering,sˈwɛltərɪŋ
abbey,ˈæbi
couper,kuər
paternal,pəˈtərnəl
truant,truənt
anemia,əˈnimiə
celebrity,səˈlɛbrɪti
ringneck,ˈrɪŋˌnɛk
unanimously,juˈnænəməsli
reek,rik
corrigible,ˈkɔrəʤəbəl
unhurt,ənˈhərt
begging,ˈbɛgɪŋ
mangel,ˈmeɪŋgəl
modality,məˈdæləti
